index	scenario_id	compound_id	compound_name	smiles	reduced_smiles	halflife	halflife_unit	halflife_model	halflife_comment	rateconstant	rateconstant_unit	rateconstant_comment	reaction_order	acidity	acidity_unit	temperature	temperature_unit	original_sludge_amount	original_sludge_amount_unit	sludge_retention_time	sludge_retention_time_unit	sludge_retention_time_type	total_suspended_solids_concentration_start	total_suspended_solids_concentration_end	total_suspended_solids_concentration_unit	addition_of_nutrients	biological_treatment_technology	bioreactor_type	bioreactor_value	bioreactor_value_unit	nitrogen_content_type	nitrogen_content_influent	oxygen_demand_type	oxygen_demand_value	oxygen_uptake_rate	oxygen_uptake_rate_unit	phosphorus_content	redox	source_of_liquid_matrix	type_of_addition	type_of_aeration	inoculum_source	location	purpose_of_wwtp	k_combined	k_biomass_corrected	hl_combined	hl_biomass_corrected	log_k_combined	log_k_biomass_corrected	log_hl_combined	log_hl_biomass_corrected
421	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/e8774e1b-5d04-406c-8437-96d7295b369c	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/3fe84d94-915a-469f-b736-10d90cd63c46/structure/e4607dba-627f-49c2-82ed-015bf0d4f601	Rosuvastatin	CC(C)C1=C(/C=C/C(CC(CC(=O)O)O)O)C(=NC(=N1)N(C)S(=O)(=O)C)C2=CC=C(C=C2)F	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)O	0.05	d	TRUE	<					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
422	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/c75d7384-4429-41bb-9d1d-550f4fb17add	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/3fe84d94-915a-469f-b736-10d90cd63c46/structure/e4607dba-627f-49c2-82ed-015bf0d4f601	Rosuvastatin	CC(C)C1=C(/C=C/C(CC(CC(=O)O)O)O)C(=NC(=N1)N(C)S(=O)(=O)C)C2=CC=C(C=C2)F	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)O	11.075	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.062586653	0.037551992	11.075	18.45833333	-1.203518274	-1.425367023	1.044343735	1.266192485
423	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/9431789f-aea6-44cc-b1ca-d6311253db5c	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/8fcf6405-52ad-475a-be34-285be4bbe374/structure/e146fd43-4511-4ea2-acc0-cbab186b9de7	Tadalafil	CN1CC(=O)N2C(CC3=C(C2C4=CC=C5C(=C4)OCO5)NC6=C3C=CC=C6)C1=O	CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O	4.615	d	TRUE	no comment					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.150194405	1.066380278	4.615	0.65	-0.823346244	0.027912104	0.664171705	-0.187086643
424	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/425a7d4f-c67a-4856-8545-14d9b882b767	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/8fcf6405-52ad-475a-be34-285be4bbe374/structure/e146fd43-4511-4ea2-acc0-cbab186b9de7	Tadalafil	CN1CC(=O)N2C(CC3=C(C2C4=CC=C5C(=C4)OCO5)NC6=C3C=CC=C6)C1=O	CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O	0.72	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.962704417	6.835201364	0.72	0.101408451	-0.016507035	0.834751313	-0.142667504	-0.993925852
425	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/b48be45c-d1d6-40a5-86af-e860c67d157b	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/8fcf6405-52ad-475a-be34-285be4bbe374/structure/e146fd43-4511-4ea2-acc0-cbab186b9de7	Tadalafil	CN1CC(=O)N2C(CC3=C(C2C4=CC=C5C(=C4)OCO5)NC6=C3C=CC=C6)C1=O	CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O	21.315	d	TRUE	DT50 Min [days] > 19.74					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.03251922	0.019511532	21.315	35.525	-1.487859876	-1.709708626	1.328685337	1.550534087
426	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/2e0c05b8-f879-455c-95d5-48f7a6651f74	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/8fcf6405-52ad-475a-be34-285be4bbe374/structure/e146fd43-4511-4ea2-acc0-cbab186b9de7	Tadalafil	CN1CC(=O)N2C(CC3=C(C2C4=CC=C5C(=C4)OCO5)NC6=C3C=CC=C6)C1=O	CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O	5.71	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.1213918	0.07283508	5.71	9.516666667	-0.915810647	-1.137659397	0.756636108	0.978484858
427	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/3492aa1d-11fd-4b37-abbe-5976c60f1f7b	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/578a1f7f-04be-42d9-a629-cb5f83078f25/structure/c0a74886-f5a7-48a6-8f08-8e6b1bbab3e3	Terbinafine	CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=C1C=CC=C2	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	19.74	d	TRUE	>					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
428	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/1f0e09bf-7c17-4cb3-a538-136d0aff9add	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/578a1f7f-04be-42d9-a629-cb5f83078f25/structure/c0a74886-f5a7-48a6-8f08-8e6b1bbab3e3	Terbinafine	CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=C1C=CC=C2	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	0.05	d	TRUE	<					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
429	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/b7d7bb87-97f0-44bc-9c30-66e8597cc41f	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/578a1f7f-04be-42d9-a629-cb5f83078f25/structure/c0a74886-f5a7-48a6-8f08-8e6b1bbab3e3	Terbinafine	CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=C1C=CC=C2	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	0.05	d	TRUE	<					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	8.317766167	0.05	0.083333333	1.141855457	0.920006707	-1.301029996	-1.079181246
430	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/6585b3be-4d74-47bc-9d8c-857e8a8c0ef7	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/578a1f7f-04be-42d9-a629-cb5f83078f25/structure/c0a74886-f5a7-48a6-8f08-8e6b1bbab3e3	Terbinafine	CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=C1C=CC=C2	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	19.74	d	TRUE	>					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.249308256	19.74	2.78028169	-1.454521687	-0.603263339	1.295347148	0.4440888
431	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/63102414-7487-43a2-9864-a7435c067a0c	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a85bd887-4325-47c7-9b73-8dfcfa9586d8/structure/dbe8b2b5-1e31-48bb-8d01-d74b19400ada	Terbutylazin	CCNC1=NC(=NC(=N1)NC(C)(C)C)Cl	CCNc1nc(Cl)nc(NC(C)(C)C)n1	19.74	d	TRUE	>					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.249308256	19.74	2.78028169	-1.454521687	-0.603263339	1.295347148	0.4440888
432	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/e0637a8d-2553-4fa6-9b82-a7da92776f78	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a85bd887-4325-47c7-9b73-8dfcfa9586d8/structure/dbe8b2b5-1e31-48bb-8d01-d74b19400ada	Terbutylazin	CCNC1=NC(=NC(=N1)NC(C)(C)C)Cl	CCNc1nc(Cl)nc(NC(C)(C)C)n1	19.74	d	TRUE	>					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
433	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/e7cc1544-4508-4e36-a977-02c6f42ebaf2	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a85bd887-4325-47c7-9b73-8dfcfa9586d8/structure/dbe8b2b5-1e31-48bb-8d01-d74b19400ada	Terbutylazin	CCNC1=NC(=NC(=N1)NC(C)(C)C)Cl	CCNc1nc(Cl)nc(NC(C)(C)C)n1	19.74	d	TRUE	>					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
434	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/bacd007a-0b70-40f8-bd95-a10cb5554a33	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/a85bd887-4325-47c7-9b73-8dfcfa9586d8/structure/dbe8b2b5-1e31-48bb-8d01-d74b19400ada	Terbutylazin	CCNC1=NC(=NC(=N1)NC(C)(C)C)Cl	CCNc1nc(Cl)nc(NC(C)(C)C)n1	12.885	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.053794892	0.381943732	12.885	1.814788732	-1.269258962	-0.418000613	1.110084423	0.258826074
435	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/0a984178-9c6a-4104-97da-5486f8b70588	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/e8f6c7fd-185d-4b2b-8dda-080e41044a62/structure/8bce4ff4-8973-44ec-a527-009f8617c703	Ticagrelor	CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC=C(C(=C4)F)F)N=NN2C5CC(C(C5O)O)OCCO	CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1	5.11	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.135645241	0.081387144	5.11	8.516666667	-0.867595439	-1.089444189	0.7084209	0.93026965
436	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/b3fb290e-304e-439e-a8fe-1b7a4ceee05a	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/e8f6c7fd-185d-4b2b-8dda-080e41044a62/structure/8bce4ff4-8973-44ec-a527-009f8617c703	Ticagrelor	CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC=C(C(=C4)F)F)N=NN2C5CC(C(C5O)O)OCCO	CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1	0.05	d	TRUE	<					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
437	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/c5e798be-13f5-470b-a8b5-0bf0613fa7a3	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/e8f6c7fd-185d-4b2b-8dda-080e41044a62/structure/8bce4ff4-8973-44ec-a527-009f8617c703	Ticagrelor	CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC=C(C(=C4)F)F)N=NN2C5CC(C(C5O)O)OCCO	CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1	0.05	d	TRUE	<					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
438	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/ce3f1475-53e9-4ac5-8b8c-0a62fcf94bd0	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/e8f6c7fd-185d-4b2b-8dda-080e41044a62/structure/8bce4ff4-8973-44ec-a527-009f8617c703	Ticagrelor	CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC=C(C(=C4)F)F)N=NN2C5CC(C(C5O)O)OCCO	CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1	3.05	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.227261371	0.136356822	3.05	5.083333333	-0.643474378	-0.865323128	0.484299839	0.706148589
439	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/bba96ebb-9cdb-4f57-a786-6f84b79bbe2e	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/d9149d62-a3ed-4ab7-9ea2-30c589fe6c8a/structure/dd75c32c-0636-4c87-91fb-d3b8e4829924	Valsartan	CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NNN=N3)C(C(C)C)C(=O)O	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	3.185	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.217628628	0.130577177	3.185	5.308333333	-0.662283976	-0.884132725	0.503109437	0.724958186
440	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/7e454b17-3b03-4de1-beba-8b7686d8a7ce	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/d9149d62-a3ed-4ab7-9ea2-30c589fe6c8a/structure/dd75c32c-0636-4c87-91fb-d3b8e4829924	Valsartan	CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NNN=N3)C(C(C)C)C(=O)O	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	1.185	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.58493433	0.350960598	1.185	1.975	-0.232892889	-0.454741639	0.07371835	0.2955671
441	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/79416450-8642-4af6-85e5-54cd247bf364	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/d9149d62-a3ed-4ab7-9ea2-30c589fe6c8a/structure/dd75c32c-0636-4c87-91fb-d3b8e4829924	Valsartan	CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NNN=N3)C(C(C)C)C(=O)O	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	0.05	d	TRUE	<					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
442	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/217c8dfd-023f-4f3a-9ca4-87916df323ea	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/d9149d62-a3ed-4ab7-9ea2-30c589fe6c8a/structure/dd75c32c-0636-4c87-91fb-d3b8e4829924	Valsartan	CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NNN=N3)C(C(C)C)C(=O)O	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	0.05	d	TRUE	<					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
443	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/4e0cf7e4-a421-4279-94ce-c0ef04aebeff	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/3c134052-80b8-44d9-b4fe-f856a4b9ad2c/structure/fde24aeb-d9b2-4c01-964d-1cead48040b7	Vildagliptin	C1CC(C#N)N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O	N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	19.74	d	TRUE	>					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.021068303	19.74	32.9	-1.454521687	-1.676370437	1.295347148	1.517195898
444	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/3748a423-e465-4a7b-b9dd-50e29b4cf4e1	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/3c134052-80b8-44d9-b4fe-f856a4b9ad2c/structure/fde24aeb-d9b2-4c01-964d-1cead48040b7	Vildagliptin	C1CC(C#N)N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O	N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	15.155	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.045737194	0.027442317	15.155	25.25833333	-1.33973048	-1.561579229	1.180555941	1.40240469
445	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/231cfe67-8556-4148-bd8d-7ebbf57b9d56	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/3c134052-80b8-44d9-b4fe-f856a4b9ad2c/structure/fde24aeb-d9b2-4c01-964d-1cead48040b7	Vildagliptin	C1CC(C#N)N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O	N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	19.74	d	TRUE	>					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.035113839	0.249308256	19.74	2.78028169	-1.454521687	-0.603263339	1.295347148	0.4440888
446	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/ab7fdeca-2d22-4483-8590-a88f450064ff	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/3c134052-80b8-44d9-b4fe-f856a4b9ad2c/structure/fde24aeb-d9b2-4c01-964d-1cead48040b7	Vildagliptin	C1CC(C#N)N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O	N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	6.42	d	TRUE	no comment					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.107966851	0.766564639	6.42	0.904225352	-0.966709567	-0.115451218	0.807535028	-0.043723321
447	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/98ca48f8-c171-490a-9cc4-3f09bb9743a9	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/13ff0ede-a176-44bd-8083-99f2b5d4519f/structure/65181e2c-cd14-4223-ab7e-2904848cea59	Vorinostat	C(CCCC(=O)NO)CCC(=O)NC1=CC=CC=C1	O=C(CCCCCCC(=O)Nc1ccccc1)NO	0.105	d	TRUE	no comment					8.3	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	6.60140172	3.960841032	0.105	0.175	0.819636162	0.597787412	-0.978810701	-0.756961951
448	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/074a7124-a53b-4b38-9c92-faa1637ea110	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/13ff0ede-a176-44bd-8083-99f2b5d4519f/structure/65181e2c-cd14-4223-ab7e-2904848cea59	Vorinostat	C(CCCC(=O)NO)CCC(=O)NC1=CC=CC=C1	O=C(CCCCCCC(=O)Nc1ccccc1)NO	0.07	d	TRUE	no comment					6	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	9.902102579	70.30492831	0.07	0.009859155	0.995727421	1.84698577	-1.15490196	-2.006160309
449	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/f652c0b5-6490-423a-b8eb-86d49db742c0	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/13ff0ede-a176-44bd-8083-99f2b5d4519f/structure/65181e2c-cd14-4223-ab7e-2904848cea59	Vorinostat	C(CCCC(=O)NO)CCC(=O)NC1=CC=CC=C1	O=C(CCCCCCC(=O)Nc1ccccc1)NO	0.05	d	TRUE	<					6.8	pH			50	mL				7.1	7.1	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	13.86294361	98.42689964	0.05	0.007042254	1.141855457	1.993113805	-1.301029996	-2.152288344
450	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/scenario/8aca5ca0-41f7-470c-890b-a75b9fbafada	https://envipath.org/package/195bc500-f0c6-4bcb-b2fe-f1602b5f20a2/compound/13ff0ede-a176-44bd-8083-99f2b5d4519f/structure/65181e2c-cd14-4223-ab7e-2904848cea59	Vorinostat	C(CCCC(=O)NO)CCC(=O)NC1=CC=CC=C1	O=C(CCCCCCC(=O)Nc1ccccc1)NO	0.76	d	TRUE	no comment					5.9	pH			50	mL				0.6	0.6	g/L		nitrification & denitrification & biological phosphorus removal	bottle	100	mL								aerob		spiking in solvent	bubbling air and stirring		Dübendorf	municipal WW	0.912035764	0.547221458	0.76	1.266666667	-0.039988131	-0.261836881	-0.119186408	0.102662342
451	https://envipath.org/package/8d3d7ca2-ae4e-4779-a6a2-d3539237c439/scenario/0f5ca6d6-9aa7-40e8-8249-389cf6c49bda	https://envipath.org/package/8d3d7ca2-ae4e-4779-a6a2-d3539237c439/compound/350c7ee8-f918-4eaa-ade2-144ccb0746c1/structure/19784f71-07a0-455d-b540-9bef27baaa5d	"2,4-D"	C1=C(C=C(C(=C1)OCC(=O)O)Cl)Cl	O=C(O)COc1ccc(Cl)cc1Cl					0.135	1 / day	no comment	First order	7.5	pH	20	℃	28.8	mL				0.95	0.95	g/L			bottle	100	mL								aerob		spiking in solvent	shaking	center of each aeration basin	New York State		0.135	0.12825	5.13442356	5.404656379	-0.869666232	-0.891942626	0.710491693	0.732768087
452	https://envipath.org/package/8d3d7ca2-ae4e-4779-a6a2-d3539237c439/scenario/8433f64c-2b51-4f2e-96cd-d6dfef68359b	https://envipath.org/package/8d3d7ca2-ae4e-4779-a6a2-d3539237c439/compound/350c7ee8-f918-4eaa-ade2-144ccb0746c1/structure/19784f71-07a0-455d-b540-9bef27baaa5d	"2,4-D"	C1=C(C=C(C(=C1)OCC(=O)O)Cl)Cl	O=C(O)COc1ccc(Cl)cc1Cl					0.19	1 / day	no comment	First order	7.3	pH	20	℃	28.8	mL				3.49	3.49	g/L			bottle	100	mL								aerob		spiking in solvent	shaking	center of each aeration basin	New York State		0.19	0.6631	3.648143056	1.045313196	-0.721246399	-0.178420972	0.56207186	0.019246433
